 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   2000
 OBJECTIVE VALUE =  0.000000000E+00


 NEW INTEGER SOLUTION OF   0.000000000E+00 AT BRANCH      0 PIVOT    2000
 BOUND ON OPTIMUM: 0.0000000E+00
 ENUMERATION COMPLETE. BRANCHES=     0 PIVOTS=    2000

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.0000000E+00

  VARIABLE        VALUE          REDUCED COST
  EVP1257)         0.000000          0.000000
  PRC1257)         0.000000          0.000000
  EVP0857)         0.000000          0.000000
  PRC0857)         0.000000          0.000000
  EVP0757)         0.000000          0.000000
  PRC0757)         0.000000          0.000000
  EVP1657)         0.000000          0.000000
  PRC1657)         0.000000          0.000000
  EVP0257)         0.000000          0.000000
  PRC0257)         0.000000          0.000000
  EVP1057)         0.000000          0.000000
  PRC1057)         0.000000          0.000000
  EVP0457)         0.000000          0.000000
  PRC0457)         0.000000          0.000000
  EVP0557)         0.000000          0.000000
  PRC0557)         0.000000          0.000000
  EVP1757)         0.000000          0.000000
  PRC1757)         0.000000          0.000000
  EVP1258)         0.000000          0.000000
  PRC1258)         0.000000          0.000000
  EVP0858)         0.000000          0.000000
  PRC0858)         0.000000          0.000000
  EVP0758)         0.000000          0.000000
  PRC0758)         0.000000          0.000000
  EVP1658)         0.000000          0.000000
  PRC1658)         0.000000          0.000000
  EVP0258)         0.000000          0.000000
  PRC0258)         0.000000          0.000000
  EVP1058)         0.000000          0.000000
  PRC1058)         0.000000          0.000000
  EVP0458)         0.000000          0.000000
  PRC0458)         0.000000          0.000000
  EVP0558)         0.000000          0.000000
  PRC0558)         0.000000          0.000000
  EVP1758)         0.000000          0.000000
  PRC1758)         0.000000          0.000000
  EVP1259)         0.000000          0.000000
  PRC1259)         0.000000          0.000000
  EVP0859)         0.000000          0.000000
  PRC0859)         0.000000          0.000000
  EVP0759)         0.000000          0.000000
  PRC0759)         0.000000          0.000000
  EVP1659)         0.000000          0.000000
  PRC1659)         0.000000          0.000000
  EVP0259)         0.000000          0.000000
  PRC0259)         0.000000          0.000000
  EVP1059)         0.000000          0.000000
  PRC1059)         0.000000          0.000000
  EVP0459)         0.000000          0.000000
  PRC0459)         0.000000          0.000000
  EVP0559)         0.000000          0.000000
  PRC0559)         0.000000          0.000000
  EVP1759)         0.000000          0.000000
  PRC1759)         0.000000          0.000000
  EVP1260)         0.000000          0.000000
  PRC1260)         0.000000          0.000000
  EVP0860)         0.000000          0.000000
  PRC0860)         0.000000          0.000000
  EVP0760)         0.000000          0.000000
  PRC0760)         0.000000          0.000000
  EVP1660)         0.000000          0.000000
  PRC1660)         0.000000          0.000000
  EVP0260)         0.000000          0.000000
  PRC0260)         0.000000          0.000000
  EVP1060)         0.000000          0.000000
  PRC1060)         0.000000          0.000000
  EVP0460)         0.000000          0.000000
  PRC0460)         0.000000          0.000000
  EVP0560)         0.000000          0.000000
  PRC0560)         0.000000          0.000000
  EVP1760)         0.000000          0.000000
  PRC1760)         0.000000          0.000000
  EVP1261)         0.000000          0.000000
  PRC1261)         0.000000          0.000000
  EVP0861)         0.000000          0.000000
  PRC0861)         0.000000          0.000000
  EVP0761)         0.000000          0.000000
  PRC0761)         0.000000          0.000000
  EVP1661)         0.000000          0.000000
  PRC1661)         0.000000          0.000000
  EVP0261)         0.000000          0.000000
  PRC0261)         0.000000          0.000000
  EVP1061)         0.000000          0.000000
  PRC1061)         0.000000          0.000000
  EVP0461)         0.000000          0.000000
  PRC0461)         0.000000          0.000000
  EVP0561)         0.000000          0.000000
  PRC0561)         0.000000          0.000000
  EVP1761)         0.000000          0.000000
  PRC1761)         0.000000          0.000000
  EVP1262)         0.000000          0.000000
  PRC1262)         0.000000          0.000000
  EVP0862)         0.000000          0.000000
  PRC0862)         0.000000          0.000000
  EVP0762)         0.000000          0.000000
  PRC0762)         0.000000          0.000000
  EVP1662)         0.000000          0.000000
  PRC1662)         0.000000          0.000000
  EVP0262)         0.000000          0.000000
  PRC0262)         0.000000          0.000000
  EVP1062)         0.000000          0.000000
  PRC1062)         0.000000          0.000000
  EVP0462)         0.000000          0.000000
  PRC0462)         0.000000          0.000000
  EVP0562)         0.000000          0.000000
  PRC0562)         0.000000          0.000000
  EVP1762)         0.000000          0.000000
  PRC1762)         0.000000          0.000000
  EVP1263)         0.000000          0.000000
  PRC1263)         0.000000          0.000000
  EVP0863)         0.000000          0.000000
  PRC0863)         0.000000          0.000000
  EVP0763)         0.000000          0.000000
  PRC0763)         0.000000          0.000000
  EVP1663)         0.000000          0.000000
  PRC1663)         0.000000          0.000000
  EVP0263)         0.000000          0.000000
  PRC0263)         0.000000          0.000000
  EVP1063)         0.000000          0.000000
  PRC1063)         0.000000          0.000000
  EVP0463)         0.000000          0.000000
  PRC0463)         0.000000          0.000000
  EVP0563)         0.000000          0.000000
  PRC0563)         0.000000          0.000000
  EVP1763)         0.000000          0.000000
  PRC1763)         0.000000          0.000000
  EVP1264)         0.000000          0.000000
  PRC1264)         0.000000          0.000000
  EVP0864)         0.000000          0.000000
  PRC0864)         0.000000          0.000000
  EVP0764)         0.000000          0.000000
  PRC0764)         0.000000          0.000000
  EVP1664)         0.000000          0.000000
  PRC1664)         0.000000          0.000000
  EVP0264)         0.000000          0.000000
  PRC0264)         0.000000          0.000000
  EVP1064)         0.000000          0.000000
  PRC1064)         0.000000          0.000000
  EVP0464)         0.000000          0.000000
  PRC0464)         0.000000          0.000000
  EVP0564)         0.000000          0.000000
  PRC0564)         0.000000          0.000000
  EVP1764)         0.000000          0.000000
  PRC1764)         0.000000          0.000000
  EVP1265)         0.000000          0.000000
  PRC1265)         0.000000          0.000000
  EVP0865)         0.000000          0.000000
  PRC0865)         0.000000          0.000000
  EVP0765)         0.000000          0.000000
  PRC0765)         0.000000          0.000000
  EVP1665)         0.000000          0.000000
  PRC1665)         0.000000          0.000000
  EVP0265)         0.000000          0.000000
  PRC0265)         0.000000          0.000000
  EVP1065)         0.000000          0.000000
  PRC1065)         0.000000          0.000000
  EVP0465)         0.000000          0.000000
  PRC0465)         0.000000          0.000000
  EVP0565)         0.000000          0.000000
  PRC0565)         0.000000          0.000000
  EVP1765)         0.000000          0.000000
  PRC1765)         0.000000          0.000000
  EVP1266)         0.000000          0.000000
  PRC1266)         0.000000          0.000000
  EVP0866)         0.000000          0.000000
  PRC0866)         0.000000          0.000000
  EVP0766)         0.000000          0.000000
  PRC0766)         0.000000          0.000000
  EVP1666)         0.000000          0.000000
  PRC1666)         0.000000          0.000000
  EVP0266)         0.000000          0.000000
  PRC0266)         0.000000          0.000000
  EVP1066)         0.000000          0.000000
  PRC1066)         0.000000          0.000000
  EVP0466)         0.000000          0.000000
  PRC0466)         0.000000          0.000000
  EVP0566)         0.000000          0.000000
  PRC0566)         0.000000          0.000000
  EVP1766)         0.000000          0.000000
  PRC1766)         0.000000          0.000000
  EVP1267)         0.000000          0.000000
  PRC1267)         0.000000          0.000000
  EVP0867)         0.000000          0.000000
  PRC0867)         0.000000          0.000000
  EVP0767)         0.000000          0.000000
  PRC0767)         0.000000          0.000000
  EVP1667)         0.000000          0.000000
  PRC1667)         0.000000          0.000000
  EVP0267)         0.000000          0.000000
  PRC0267)         0.000000          0.000000
  EVP1067)         0.000000          0.000000
  PRC1067)         0.000000          0.000000
  EVP0467)         0.000000          0.000000
  PRC0467)         0.000000          0.000000
  EVP0567)         0.000000          0.000000
  PRC0567)         0.000000          0.000000
  EVP1767)         0.000000          0.000000
  PRC1767)         0.000000          0.000000
  EVP1268)         0.000000          0.000000
  PRC1268)         0.000000          0.000000
  EVP0868)         0.000000          0.000000
  PRC0868)         0.000000          0.000000
  EVP0768)         0.000000          0.000000
  PRC0768)         0.000000          0.000000
  EVP1668)         0.000000          0.000000
  PRC1668)         0.000000          0.000000
  EVP0268)         0.000000          0.000000
  PRC0268)         0.000000          0.000000
  EVP1068)         0.000000          0.000000
  PRC1068)         0.000000          0.000000
  EVP0468)         0.000000          0.000000
  PRC0468)         0.000000          0.000000
  EVP0568)         0.000000          0.000000
  PRC0568)         0.000000          0.000000
  EVP1768)         0.000000          0.000000
  PRC1768)         0.000000          0.000000
  EVP1269)         0.000000          0.000000
  PRC1269)         0.000000          0.000000
  EVP0869)         0.000000          0.000000
  PRC0869)         0.000000          0.000000
  EVP0769)         0.000000          0.000000
